Date,City,Shelter Type,Shelter Name,Organization,Shelter,Funded,Capacity,Overnight,Year,Month
06/08/2014 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,44,2014,6
07/27/2018 12:00:00 AM,Edmonton,Short Term Supportive,Salvation Army Addictions and Residential Centre - Short Term Supportive,Salvation Army Addictions and Residential Centre,,142,148,137,2018,7
03/06/2014 12:00:00 AM,Edmonton,Short Term Supportive,Salvation Army Addictions and Residential Centre - Short Term Supportive,Salvation Army Addictions and Residential Centre,,142,148,144,2014,3
04/08/2017 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,66,2017,4
04/19/2013 12:00:00 AM,Edmonton,Short Term Supportive,Elizabeth House - Short Term Supportive,Elizabeth House,,20,24,21,2013,4
09/22/2014 12:00:00 AM,Edmonton,Intox,Hope Mission - Intox Centre,Hope Mission,Intox Centre,70,70,71,2014,9
11/14/2018 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,79,2018,11
04/21/2017 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Herb Jamieson Winter Emergency,Hope Mission,Herb Jamieson Winter Emergency,50,,13,2017,4
04/08/2017 12:00:00 AM,Edmonton,Adult Emergency,Hope Mission - Herb Jamieson Centre,Hope Mission,Herb Jamieson Centre,235,250,143,2017,4
10/01/2013 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,53,2013,10
12/27/2014 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,58,2014,12
11/07/2015 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,33,2015,11
10/20/2017 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,157,2017,10
06/26/2016 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,58,2016,6
01/07/2016 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,57,2016,1
09/24/2017 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,57,2017,9
05/15/2015 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,170,2015,5
05/09/2014 12:00:00 AM,Edmonton,Adult Emergency,Hope Mission - Herb Jamieson Centre,Hope Mission,Herb Jamieson Centre,235,250,236,2014,5
11/19/2018 12:00:00 AM,Edmonton,Short Term Supportive,Salvation Army Addictions and Residential Centre - Short Term Supportive,Salvation Army Addictions and Residential Centre,,142,148,127,2018,11
04/29/2018 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,140,2018,4
05/28/2013 12:00:00 AM,Edmonton,Women Emergency,WEAC,WEAC,,66,75,62,2013,5
06/17/2013 12:00:00 AM,Edmonton,Short Term Supportive,Salvation Army Addictions and Residential Centre - Short Term Supportive,Salvation Army Addictions and Residential Centre,,142,148,146,2013,6
12/27/2013 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,38,2013,12
01/02/2015 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,71,2015,1
10/06/2017 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,15,2017,10
08/06/2017 12:00:00 AM,Edmonton,Intox,Hope Mission - Intox Centre,Hope Mission,Intox Centre,70,70,52,2017,8
07/19/2016 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,38,2016,7
04/08/2017 12:00:00 AM,Edmonton,Women Emergency,WEAC,WEAC,,66,66,60,2017,4
06/01/2014 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,40,2014,6
05/09/2015 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,58,2015,5
05/07/2017 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,20,2017,5
12/05/2017 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,58,2017,12
07/30/2018 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,57,2018,7
10/08/2014 12:00:00 AM,Edmonton,Intox,Hope Mission - Intox Centre,Hope Mission,Intox Centre,70,70,73,2014,10
10/16/2017 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,22,2017,10
04/25/2016 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Herb Jamieson Winter Emergency,Hope Mission,Herb Jamieson Winter Emergency,120,,0,2016,4
03/01/2016 12:00:00 AM,Edmonton,Intox,Hope Mission - Intox Centre,Hope Mission,Intox Centre,70,70,71,2016,3
04/06/2014 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,162,2014,4
04/16/2016 12:00:00 AM,Edmonton,Women Emergency,WEAC,WEAC,,66,66,65,2016,4
12/22/2015 12:00:00 AM,Edmonton,Adult Emergency,Hope Mission - Herb Jamieson Centre,Hope Mission,Herb Jamieson Centre,235,250,151,2015,12
09/25/2013 12:00:00 AM,Edmonton,Intox,Hope Mission - Intox Centre,Hope Mission,Intox Centre,70,70,75,2013,9
02/23/2014 12:00:00 AM,Edmonton,Short Term Supportive,Elizabeth House - Short Term Supportive,Elizabeth House,,20,24,22,2014,2
07/29/2014 12:00:00 AM,Edmonton,Short Term Supportive,Sparling Lodge - Short Term Supportive,Sparling Lodge,,20,20,20,2014,7
12/11/2014 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,34,2014,12
04/17/2015 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,28,2015,4
12/11/2014 12:00:00 AM,Edmonton,Short Term Supportive,Sparling Lodge - Short Term Supportive,Sparling Lodge,,20,20,20,2014,12
11/09/2017 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,162,2017,11
02/18/2014 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Herb Jamieson Winter Emergency,Hope Mission,Herb Jamieson Winter Emergency,,,78,2014,2
08/26/2013 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,38,2013,8
11/28/2013 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,58,2013,11
11/30/2018 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,13,2018,11
01/10/2014 12:00:00 AM,Edmonton,Adult Emergency,Hope Mission - Herb Jamieson Centre,Hope Mission,Herb Jamieson Centre,235,250,292,2014,1
09/02/2018 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,18,2018,9
01/30/2015 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,58,2015,1
01/28/2018 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,125,2018,1
07/07/2013 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,124,2013,7
04/24/2013 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,153,2013,4
12/04/2017 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,52,2017,12
10/18/2013 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,32,2013,10
11/13/2017 12:00:00 AM,Edmonton,Intox,Hope Mission - Intox Centre,Hope Mission,Intox Centre,70,70,75,2017,11
02/01/2015 12:00:00 AM,Edmonton,Short Term Supportive,Salvation Army Addictions and Residential Centre - Short Term Supportive,Salvation Army Addictions and Residential Centre,,142,148,139,2015,2
12/21/2013 12:00:00 AM,Edmonton,Women Emergency,WEAC,WEAC,,66,75,62,2013,12
05/28/2014 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,35,2014,5
09/05/2015 12:00:00 AM,Edmonton,Adult Emergency,Hope Mission - Herb Jamieson Centre,Hope Mission,Herb Jamieson Centre,235,250,188,2015,9
11/22/2013 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,118,2013,11
03/10/2016 12:00:00 AM,Edmonton,Short Term Supportive,Salvation Army Addictions and Residential Centre - Short Term Supportive,Salvation Army Addictions and Residential Centre,,142,148,129,2016,3
11/20/2017 12:00:00 AM,Edmonton,Short Term Supportive,Sparling Lodge - Short Term Supportive,Sparling Lodge,,20,20,20,2017,11
02/21/2016 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,50,2016,2
10/25/2013 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,58,2013,10
09/14/2013 12:00:00 AM,Edmonton,Short Term Supportive,Salvation Army Addictions and Residential Centre - Short Term Supportive,Salvation Army Addictions and Residential Centre,,142,148,142,2013,9
02/21/2015 12:00:00 AM,Edmonton,Short Term Supportive,Sparling Lodge - Short Term Supportive,Sparling Lodge,,20,20,20,2015,2
05/06/2018 12:00:00 AM,Edmonton,Short Term Supportive,Sparling Lodge - Short Term Supportive,Sparling Lodge,,20,20,20,2018,5
11/23/2013 12:00:00 AM,Edmonton,Intox,Hope Mission - Intox Centre,Hope Mission,Intox Centre,70,70,71,2013,11
01/05/2018 12:00:00 AM,Edmonton,Adult Emergency,Hope Mission - Herb Jamieson Centre,Hope Mission,Herb Jamieson Centre,235,250,132,2018,1
01/02/2016 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,23,2016,1
04/08/2014 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,67,2014,4
10/17/2016 12:00:00 AM,Edmonton,Women Emergency,WEAC,WEAC,,49,49,48,2016,10
11/10/2018 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,170,2018,11
05/02/2017 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,57,2017,5
01/31/2018 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,58,2018,1
04/24/2013 12:00:00 AM,Edmonton,Short Term Supportive,Sparling Lodge - Short Term Supportive,Sparling Lodge,,20,20,20,2013,4
01/15/2018 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,143,2018,1
03/21/2016 12:00:00 AM,Edmonton,Women Emergency,WEAC,WEAC,,66,66,60,2016,3
11/09/2014 12:00:00 AM,Edmonton,Short Term Supportive,Sparling Lodge - Short Term Supportive,Sparling Lodge,,20,20,20,2014,11
07/20/2013 12:00:00 AM,Edmonton,Short Term Supportive,Sparling Lodge - Short Term Supportive,Sparling Lodge,,20,20,20,2013,7
04/14/2013 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,49,2013,4
10/12/2016 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,165,2016,10
08/22/2014 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,157,2014,8
11/18/2016 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,67,2016,11
05/31/2018 12:00:00 AM,Edmonton,Short Term Supportive,Sparling Lodge - Short Term Supportive,Sparling Lodge,,20,20,20,2018,5
04/03/2017 12:00:00 AM,Edmonton,Adult Emergency,Hope Mission - Herb Jamieson Centre,Hope Mission,Herb Jamieson Centre,235,250,139,2017,4
11/21/2015 12:00:00 AM,Edmonton,Adult Emergency,Hope Mission - Herb Jamieson Centre,Hope Mission,Herb Jamieson Centre,235,250,226,2015,11
07/05/2016 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,65,2016,7
12/15/2018 12:00:00 AM,Edmonton,Adult Emergency,Hope Mission - Herb Jamieson Centre,Hope Mission,Herb Jamieson Centre,235,250,145,2018,12
12/11/2014 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,50,2014,12
10/02/2013 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,68,2013,10
05/09/2016 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,167,2016,5
11/01/2018 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,61,2018,11
02/23/2018 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,58,2018,2
12/03/2016 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,58,2016,12
01/29/2015 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,71,2015,1
08/12/2014 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,161,2014,8
09/03/2016 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,44,2016,9
03/21/2015 12:00:00 AM,Edmonton,Intox,Hope Mission - Intox Centre,Hope Mission,Intox Centre,70,70,73,2015,3
08/31/2018 12:00:00 AM,Edmonton,Adult Emergency,Hope Mission - Herb Jamieson Centre,Hope Mission,Herb Jamieson Centre,235,250,108,2018,8
05/30/2018 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,141,2018,5
02/25/2016 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,115,2016,2
08/20/2014 12:00:00 AM,Edmonton,Adult Emergency,Hope Mission - Herb Jamieson Centre,Hope Mission,Herb Jamieson Centre,235,250,209,2014,8
01/09/2014 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,71,2014,1
09/19/2014 12:00:00 AM,Edmonton,Intox,Hope Mission - Intox Centre,Hope Mission,Intox Centre,70,70,62,2014,9
07/13/2013 12:00:00 AM,Edmonton,Intox,Hope Mission - Intox Centre,Hope Mission,Intox Centre,70,70,69,2013,7
07/07/2014 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,49,2014,7
11/15/2017 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,58,2017,11
01/20/2016 12:00:00 AM,Edmonton,Short Term Supportive,Salvation Army Addictions and Residential Centre - Short Term Supportive,Salvation Army Addictions and Residential Centre,,142,148,135,2016,1
05/10/2017 12:00:00 AM,Edmonton,Adult Emergency,Hope Mission - Herb Jamieson Centre,Hope Mission,Herb Jamieson Centre,235,250,162,2017,5
03/12/2018 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Herb Jamieson Winter Emergency,Hope Mission,Herb Jamieson Winter Emergency,50,,59,2018,3
12/01/2013 12:00:00 AM,Edmonton,Adult Emergency,Hope Mission - Herb Jamieson Centre,Hope Mission,Herb Jamieson Centre,235,250,269,2013,12
02/26/2017 12:00:00 AM,Edmonton,Adult Emergency,Hope Mission - Herb Jamieson Centre,Hope Mission,Herb Jamieson Centre,235,250,134,2017,2
09/04/2016 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,62,2016,9
10/16/2018 12:00:00 AM,Edmonton,Short Term Supportive,Salvation Army Addictions and Residential Centre - Short Term Supportive,Salvation Army Addictions and Residential Centre,,142,148,122,2018,10
12/17/2013 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,48,2013,12
09/28/2014 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,70,2014,9
07/31/2014 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,58,2014,7
12/03/2016 12:00:00 AM,Edmonton,Short Term Supportive,Salvation Army Addictions and Residential Centre - Short Term Supportive,Salvation Army Addictions and Residential Centre,,142,148,101,2016,12
11/28/2015 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,35,2015,11
03/16/2014 12:00:00 AM,Edmonton,Short Term Supportive,Salvation Army Addictions and Residential Centre - Short Term Supportive,Salvation Army Addictions and Residential Centre,,142,148,145,2014,3
12/09/2016 12:00:00 AM,Edmonton,Women Emergency,WEAC,WEAC,,49,49,43,2016,12
04/18/2016 12:00:00 AM,Edmonton,Short Term Supportive,Sparling Lodge - Short Term Supportive,Sparling Lodge,,20,20,20,2016,4
04/30/2014 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,73,2014,4
03/16/2018 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,48,2018,3
07/30/2014 12:00:00 AM,Edmonton,Short Term Supportive,Sparling Lodge - Short Term Supportive,Sparling Lodge,,20,20,20,2014,7
04/22/2014 12:00:00 AM,Edmonton,Intox,Hope Mission - Intox Centre,Hope Mission,Intox Centre,70,70,73,2014,4
03/25/2015 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Herb Jamieson Winter Emergency,Hope Mission,Herb Jamieson Winter Emergency,60,,114,2015,3
09/14/2016 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,21,2016,9
03/31/2014 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Herb Jamieson Winter Emergency,Hope Mission,Herb Jamieson Winter Emergency,,,67,2014,3
05/24/2014 12:00:00 AM,Edmonton,Short Term Supportive,Salvation Army Addictions and Residential Centre - Short Term Supportive,Salvation Army Addictions and Residential Centre,,142,148,145,2014,5
10/01/2017 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,58,2017,10
02/12/2015 12:00:00 AM,Edmonton,Short Term Supportive,Salvation Army Addictions and Residential Centre - Short Term Supportive,Salvation Army Addictions and Residential Centre,,142,148,142,2015,2
11/06/2016 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,110,2016,11
06/17/2016 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,41,2016,6
01/02/2018 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,61,2018,1
09/18/2017 12:00:00 AM,Edmonton,Intox,Hope Mission - Intox Centre,Hope Mission,Intox Centre,70,70,61,2017,9
05/28/2015 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,58,2015,5
11/07/2017 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,57,2017,11
03/02/2014 12:00:00 AM,Edmonton,Women Emergency,WEAC,WEAC,,66,75,66,2014,3
03/20/2018 12:00:00 AM,Edmonton,Short Term Supportive,Salvation Army Addictions and Residential Centre - Short Term Supportive,Salvation Army Addictions and Residential Centre,,142,148,127,2018,3
03/02/2017 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,66,2017,3
06/24/2015 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,58,2015,6
07/03/2016 12:00:00 AM,Edmonton,Women Emergency,WEAC,WEAC,,49,49,28,2016,7
10/19/2013 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,137,2013,10
01/02/2016 12:00:00 AM,Edmonton,Women Emergency,WEAC,WEAC,,66,66,67,2016,1
04/27/2013 12:00:00 AM,Edmonton,Women Emergency,WEAC,WEAC,,66,75,57,2013,4
07/07/2015 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,58,2015,7
01/27/2014 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,70,2014,1
03/29/2015 12:00:00 AM,Edmonton,Intox,Hope Mission - Intox Centre,Hope Mission,Intox Centre,70,70,72,2015,3
06/09/2014 12:00:00 AM,Edmonton,Short Term Supportive,Elizabeth House - Short Term Supportive,Elizabeth House,,20,24,20,2014,6
11/18/2016 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,55,2016,11
